recovery_id,failure_id,run_id,recovery_attempt_number,recovery_attempted,recovery_strategy,recovery_trigger,recovery_steps,recovery_success,recovery_latency_ms,recovery_token_cost,final_outcome
run_000470_f02_r01,run_000470_f02,run_000470,1,True,verify_result,step_status=error at run_000470_s023r,1,False,4902,135,partial_success
run_000470_f03_r01,run_000470_f03,run_000470,0,False,,,0,False,0,0,failed
run_000471_f01_r01,run_000471_f01,run_000471,1,True,retry,step_status=error at run_000471_s016,1,False,3906,224,partial_success
run_000471_f01_r02,run_000471_f01,run_000471,2,True,alternative_tool,prior recovery attempt 1 failed,2,True,5712,994,success
run_000471_f02_r01,run_000471_f02,run_000471,0,False,,,0,False,0,0,failed
run_000473_f01_r01,run_000473_f01,run_000473,1,True,alternative_tool,step_status=error at run_000473_s002,2,True,5400,672,success
run_000473_f02_r01,run_000473_f02,run_000473,1,True,verify_result,step_status=error at run_000473_s003,1,False,6646,575,partial_success
run_000473_f02_r02,run_000473_f02,run_000473,2,True,verify_result,prior recovery attempt 1 failed,1,False,2415,107,partial_success
run_000473_f03_r01,run_000473_f03,run_000473,1,True,use_additional_evidence,step_status=error at run_000473_s015r,3,False,8808,189,partial_success
run_000473_f03_r02,run_000473_f03,run_000473,2,True,use_additional_evidence,prior recovery attempt 1 failed,3,False,21156,1440,partial_success
run_000476_f01_r01,run_000476_f01,run_000476,1,True,alternative_tool,step_status=error at run_000476_s002,3,True,15435,1551,success
run_000476_f02_r01,run_000476_f02,run_000476,1,True,verify_result,step_status=error at run_000476_s003,2,True,9490,172,success
run_000476_f03_r01,run_000476_f03,run_000476,1,True,verify_result,step_status=error at run_000476_s018r,1,False,3077,404,partial_success
run_000477_f01_r01,run_000477_f01,run_000477,0,False,,,0,False,0,0,failed
run_000478_f01_r01,run_000478_f01,run_000478,1,True,alternative_tool,step_status=error at run_000478_s004,2,True,2094,866,success
run_000479_f01_r01,run_000479_f01,run_000479,1,True,ask_for_clarification,step_status=error at run_000479_s013,1,False,7846,382,partial_success
run_000480_f01_r01,run_000480_f01,run_000480,0,False,,,0,False,0,0,failed
run_000480_f02_r01,run_000480_f02,run_000480,0,False,,,0,False,0,0,failed
run_000481_f01_r01,run_000481_f01,run_000481,1,True,verify_result,step_status=error at run_000481_s009,3,True,11340,1302,success
run_000481_f02_r01,run_000481_f02,run_000481,1,True,verify_result,step_status=error at run_000481_s021r,2,True,6732,216,success
run_000481_f03_r01,run_000481_f03,run_000481,1,True,replan,step_status=error at run_000481_s024r,1,False,904,210,partial_success
run_000482_f01_r01,run_000482_f01,run_000482,1,True,reformulate_query,step_status=error at run_000482_s002,3,False,12711,567,partial_success
run_000482_f02_r01,run_000482_f02,run_000482,0,False,,,0,False,0,0,failed
run_000483_f01_r01,run_000483_f01,run_000483,1,True,use_additional_evidence,step_status=error at run_000483_s007,3,True,7239,387,success
run_000484_f01_r01,run_000484_f01,run_000484,1,True,verify_result,step_status=error at run_000484_s006,3,True,21864,198,success
run_000487_f01_r01,run_000487_f01,run_000487,1,True,replan,step_status=error at run_000487_s001,1,False,5274,348,partial_success
run_000487_f02_r01,run_000487_f02,run_000487,1,True,alternative_tool,step_status=error at run_000487_s002,1,True,7885,428,success
run_000487_f03_r01,run_000487_f03,run_000487,0,False,,,0,False,0,0,failed
run_000488_f01_r01,run_000488_f01,run_000488,1,True,alternative_tool,step_status=error at run_000488_s006,2,False,14282,270,partial_success
run_000488_f02_r01,run_000488_f02,run_000488,1,True,replan,step_status=error at run_000488_s014r,3,False,3621,780,partial_success
run_000488_f02_r02,run_000488_f02,run_000488,2,True,rollback,prior recovery attempt 1 failed,1,True,7568,248,success
run_000489_f01_r01,run_000489_f01,run_000489,1,True,alternative_tool,step_status=error at run_000489_s007,3,False,18273,630,partial_success
run_000489_f02_r01,run_000489_f02,run_000489,0,False,,,0,False,0,0,failed
run_000493_f01_r01,run_000493_f01,run_000493,0,False,,,0,False,0,0,failed
run_000494_f01_r01,run_000494_f01,run_000494,1,True,alternative_tool,step_status=error at run_000494_s011,1,True,5464,355,success
run_000494_f02_r01,run_000494_f02,run_000494,1,True,use_additional_evidence,step_status=error at run_000494_s016r,2,True,2704,578,success
run_000495_f01_r01,run_000495_f01,run_000495,0,False,,,0,False,0,0,failed
run_000495_f02_r01,run_000495_f02,run_000495,1,True,use_additional_evidence,step_status=error at run_000495_s012,3,False,9756,828,partial_success
run_000495_f03_r01,run_000495_f03,run_000495,1,True,replan,step_status=error at run_000495_s022r,3,False,16572,534,partial_success
run_000495_f04_r01,run_000495_f04,run_000495,1,True,replan,step_status=error at run_000495_s023r,2,True,5712,338,success
run_000496_f01_r01,run_000496_f01,run_000496,1,True,use_additional_evidence,step_status=error at run_000496_s008,1,True,3300,535,success
run_000496_f02_r01,run_000496_f02,run_000496,0,False,,,0,False,0,0,failed
run_000497_f01_r01,run_000497_f01,run_000497,1,True,replan,step_status=error at run_000497_s005,2,True,7074,398,success
run_000502_f01_r01,run_000502_f01,run_000502,0,False,,,0,False,0,0,failed
run_000503_f01_r01,run_000503_f01,run_000503,0,False,,,0,False,0,0,failed
run_000505_f01_r01,run_000505_f01,run_000505,0,False,,,0,False,0,0,failed
run_000505_f02_r01,run_000505_f02,run_000505,1,True,retry,step_status=error at run_000505_s004,1,True,4833,323,success
run_000505_f03_r01,run_000505_f03,run_000505,1,True,replan,step_status=error at run_000505_s015r,2,True,4546,716,success
run_000506_f01_r01,run_000506_f01,run_000506,0,False,,,0,False,0,0,failed
run_000506_f02_r01,run_000506_f02,run_000506,1,True,retry,step_status=error at run_000506_s008,2,False,13850,502,partial_success
run_000506_f02_r02,run_000506_f02,run_000506,2,True,alternative_tool,prior recovery attempt 1 failed,1,True,1959,53,success
run_000506_f03_r01,run_000506_f03,run_000506,1,True,replan,step_status=error at run_000506_s014r,2,False,12264,676,partial_success
run_000506_f03_r02,run_000506_f03,run_000506,2,True,verify_result,prior recovery attempt 1 failed,3,False,5931,720,partial_success
run_000510_f01_r01,run_000510_f01,run_000510,1,True,use_additional_evidence,step_status=error at run_000510_s005,3,True,17883,1353,success
run_000510_f02_r01,run_000510_f02,run_000510,1,True,replan,step_status=error at run_000510_s014r,1,True,2856,155,success
run_000510_f03_r01,run_000510_f03,run_000510,0,False,,,0,False,0,0,failed
run_000510_f04_r01,run_000510_f04,run_000510,1,True,rollback,step_status=error at run_000510_s006,2,True,11960,342,success
run_000511_f01_r01,run_000511_f01,run_000511,1,True,ask_for_clarification,step_status=error at run_000511_s001,1,True,3872,332,success
run_000512_f01_r01,run_000512_f01,run_000512,1,True,verify_result,step_status=error at run_000512_s003,1,False,7439,58,partial_success
run_000518_f01_r01,run_000518_f01,run_000518,1,True,alternative_tool,step_status=error at run_000518_s003,3,False,21177,1491,partial_success
run_000519_f01_r01,run_000519_f01,run_000519,0,False,,,0,False,0,0,failed
run_000524_f01_r01,run_000524_f01,run_000524,1,True,retry,step_status=error at run_000524_s004,2,True,11896,572,success
run_000524_f02_r01,run_000524_f02,run_000524,1,True,verify_result,step_status=error at run_000524_s008r,2,True,3576,622,success
run_000525_f01_r01,run_000525_f01,run_000525,1,True,verify_result,step_status=error at run_000525_s007,3,True,17061,1719,success
run_000526_f01_r01,run_000526_f01,run_000526,1,True,retry,step_status=error at run_000526_s003,3,True,7278,1686,success
run_000526_f02_r01,run_000526_f02,run_000526,1,True,alternative_tool,step_status=error at run_000526_s005,3,True,11601,486,success
run_000530_f01_r01,run_000530_f01,run_000530,0,False,,,0,False,0,0,failed
run_000534_f01_r01,run_000534_f01,run_000534,1,True,alternative_tool,step_status=error at run_000534_s004,1,True,6721,197,success
run_000535_f01_r01,run_000535_f01,run_000535,1,True,use_additional_evidence,step_status=error at run_000535_s002,1,False,3561,377,partial_success
run_000535_f02_r01,run_000535_f02,run_000535,1,True,verify_result,step_status=error at run_000535_s003,3,True,7362,1242,success
run_000535_f03_r01,run_000535_f03,run_000535,1,True,verify_result,step_status=error at run_000535_s021r,2,True,14580,1002,success
run_000535_f04_r01,run_000535_f04,run_000535,1,True,use_additional_evidence,step_status=error at run_000535_s025r,2,False,13026,452,partial_success
run_000536_f01_r01,run_000536_f01,run_000536,1,True,change_execution_strategy,step_status=error at run_000536_s007,2,True,9150,916,success
run_000536_f02_r01,run_000536_f02,run_000536,1,True,verify_result,step_status=error at run_000536_s019r,3,True,3630,1587,success
run_000536_f03_r01,run_000536_f03,run_000536,1,True,change_execution_strategy,step_status=error at run_000536_s010,1,True,3394,292,success
run_000536_f04_r01,run_000536_f04,run_000536,1,True,rollback,step_status=error at run_000536_s011,1,True,4014,410,success
run_000537_f01_r01,run_000537_f01,run_000537,1,True,retry,step_status=error at run_000537_s004,2,True,13962,604,success
run_000538_f01_r01,run_000538_f01,run_000538,0,False,,,0,False,0,0,failed
run_000538_f02_r01,run_000538_f02,run_000538,0,False,,,0,False,0,0,failed
run_000539_f01_r01,run_000539_f01,run_000539,0,False,,,0,False,0,0,failed
run_000540_f01_r01,run_000540_f01,run_000540,0,False,,,0,False,0,0,failed
run_000543_f01_r01,run_000543_f01,run_000543,1,True,rollback,step_status=error at run_000543_s003,3,True,5355,882,success
run_000544_f01_r01,run_000544_f01,run_000544,1,True,replan,step_status=error at run_000544_s004,2,True,4340,664,success
run_000549_f01_r01,run_000549_f01,run_000549,1,True,retry,step_status=error at run_000549_s003,1,False,2049,280,partial_success
run_000549_f02_r01,run_000549_f02,run_000549,1,True,rollback,step_status=error at run_000549_s005,3,True,22326,1278,success
run_000549_f03_r01,run_000549_f03,run_000549,1,True,verify_result,step_status=error at run_000549_s018r,1,True,2729,321,success
run_000549_f04_r01,run_000549_f04,run_000549,1,True,verify_result,step_status=error at run_000549_s021r,1,False,1278,165,partial_success
run_000550_f01_r01,run_000550_f01,run_000550,1,True,retry,step_status=error at run_000550_s002,3,True,3618,615,success
run_000550_f02_r01,run_000550_f02,run_000550,1,True,alternative_tool,step_status=error at run_000550_s007,3,True,5919,723,success
run_000550_f03_r01,run_000550_f03,run_000550,1,True,alternative_tool,step_status=error at run_000550_s008,2,True,8362,616,success
run_000551_f01_r01,run_000551_f01,run_000551,0,False,,,0,False,0,0,failed
run_000551_f02_r01,run_000551_f02,run_000551,0,False,,,0,False,0,0,failed
run_000552_f01_r01,run_000552_f01,run_000552,1,True,change_execution_strategy,step_status=error at run_000552_s007,2,True,5398,1026,success
run_000552_f02_r01,run_000552_f02,run_000552,0,False,,,0,False,0,0,failed
run_000552_f03_r01,run_000552_f03,run_000552,0,False,,,0,False,0,0,failed
run_000553_f01_r01,run_000553_f01,run_000553,1,True,verify_result,step_status=error at run_000553_s003,3,True,21960,615,success
run_000553_f02_r01,run_000553_f02,run_000553,0,False,,,0,False,0,0,failed
run_000553_f03_r01,run_000553_f03,run_000553,0,False,,,0,False,0,0,failed
run_000555_f01_r01,run_000555_f01,run_000555,1,True,alternative_tool,step_status=error at run_000555_s005,2,True,3034,524,success
run_000556_f01_r01,run_000556_f01,run_000556,0,False,,,0,False,0,0,failed
run_000557_f01_r01,run_000557_f01,run_000557,0,False,,,0,False,0,0,failed
run_000558_f01_r01,run_000558_f01,run_000558,1,True,use_additional_evidence,step_status=error at run_000558_s003,1,True,6261,129,success
run_000561_f01_r01,run_000561_f01,run_000561,1,True,change_execution_strategy,step_status=error at run_000561_s001,3,False,3261,1539,partial_success
run_000562_f01_r01,run_000562_f01,run_000562,1,True,change_execution_strategy,step_status=error at run_000562_s002,3,False,23973,585,partial_success
run_000562_f01_r02,run_000562_f01,run_000562,2,True,alternative_tool,prior recovery attempt 1 failed,3,False,13134,1710,partial_success
run_000562_f02_r01,run_000562_f02,run_000562,1,True,retry,step_status=error at run_000562_s004,2,True,10394,770,success
run_000563_f01_r01,run_000563_f01,run_000563,1,True,use_additional_evidence,step_status=error at run_000563_s002,3,True,12279,1104,success
run_000563_f02_r01,run_000563_f02,run_000563,0,False,,,0,False,0,0,failed
run_000564_f01_r01,run_000564_f01,run_000564,1,True,verify_result,step_status=error at run_000564_s003,2,False,7220,188,partial_success
run_000564_f01_r02,run_000564_f01,run_000564,2,True,verify_result,prior recovery attempt 1 failed,1,True,3005,245,success
run_000564_f02_r01,run_000564_f02,run_000564,1,True,alternative_tool,step_status=error at run_000564_s015,3,False,1359,786,partial_success
run_000565_f01_r01,run_000565_f01,run_000565,1,True,change_execution_strategy,step_status=error at run_000565_s003,3,False,19113,825,partial_success
run_000565_f01_r02,run_000565_f01,run_000565,2,True,change_execution_strategy,prior recovery attempt 1 failed,3,True,11277,864,success
run_000565_f02_r01,run_000565_f02,run_000565,0,False,,,0,False,0,0,failed
run_000566_f01_r01,run_000566_f01,run_000566,1,True,alternative_tool,step_status=error at run_000566_s002,2,True,5392,398,success
run_000566_f02_r01,run_000566_f02,run_000566,0,False,,,0,False,0,0,failed
run_000568_f01_r01,run_000568_f01,run_000568,0,False,,,0,False,0,0,failed
run_000568_f02_r01,run_000568_f02,run_000568,1,True,verify_result,step_status=error at run_000568_s007,3,True,7215,1305,success
run_000569_f01_r01,run_000569_f01,run_000569,0,False,,,0,False,0,0,failed
run_000570_f01_r01,run_000570_f01,run_000570,1,True,retry,step_status=error at run_000570_s004,2,True,2896,148,success
run_000570_f02_r01,run_000570_f02,run_000570,1,True,rollback,step_status=error at run_000570_s007,2,False,15572,646,partial_success
run_000570_f02_r02,run_000570_f02,run_000570,2,True,rollback,prior recovery attempt 1 failed,3,False,23925,1635,partial_success
run_000570_f03_r01,run_000570_f03,run_000570,1,True,use_additional_evidence,step_status=error at run_000570_s023r,1,True,2719,98,success
run_000570_f04_r01,run_000570_f04,run_000570,1,True,rollback,step_status=error at run_000570_s025r,3,True,18981,375,success
run_000571_f01_r01,run_000571_f01,run_000571,1,True,replan,step_status=error at run_000571_s005,3,True,3804,876,success
run_000571_f02_r01,run_000571_f02,run_000571,1,True,replan,step_status=error at run_000571_s018r,3,True,20646,789,success
run_000571_f03_r01,run_000571_f03,run_000571,1,True,replan,step_status=error at run_000571_s021r,1,True,7420,455,success
run_000571_f04_r01,run_000571_f04,run_000571,1,True,verify_result,step_status=error at run_000571_s024r,2,True,7222,384,success
run_000572_f01_r01,run_000572_f01,run_000572,1,True,rollback,step_status=error at run_000572_s005,3,True,6159,150,success
run_000572_f02_r01,run_000572_f02,run_000572,0,False,,,0,False,0,0,failed
run_000573_f01_r01,run_000573_f01,run_000573,1,True,replan,step_status=error at run_000573_s001,3,False,17247,261,partial_success
run_000573_f01_r02,run_000573_f01,run_000573,2,True,replan,prior recovery attempt 1 failed,1,True,7940,330,success
run_000573_f02_r01,run_000573_f02,run_000573,1,True,replan,step_status=error at run_000573_s002,2,False,15994,154,partial_success
run_000573_f02_r02,run_000573_f02,run_000573,2,True,use_additional_evidence,prior recovery attempt 1 failed,3,True,4365,1140,success
run_000575_f01_r01,run_000575_f01,run_000575,1,True,ask_for_clarification,step_status=error at run_000575_s013,2,True,10426,520,success
run_000576_f01_r01,run_000576_f01,run_000576,1,True,use_additional_evidence,step_status=error at run_000576_s013,1,True,6697,114,success
run_000579_f01_r01,run_000579_f01,run_000579,1,True,change_execution_strategy,step_status=error at run_000579_s001,1,True,3510,572,success
run_000579_f02_r01,run_000579_f02,run_000579,1,True,change_execution_strategy,step_status=error at run_000579_s005,3,True,20550,1572,success
run_000579_f03_r01,run_000579_f03,run_000579,1,True,rollback,step_status=error at run_000579_s014r,3,True,20814,285,success
run_000579_f04_r01,run_000579_f04,run_000579,1,True,replan,step_status=error at run_000579_s015r,2,False,2578,766,partial_success
run_000580_f01_r01,run_000580_f01,run_000580,0,False,,,0,False,0,0,failed
run_000581_f01_r01,run_000581_f01,run_000581,1,True,change_execution_strategy,step_status=error at run_000581_s001,2,False,13652,482,partial_success
run_000581_f01_r02,run_000581_f01,run_000581,2,True,replan,prior recovery attempt 1 failed,2,False,8126,1180,partial_success
run_000582_f01_r01,run_000582_f01,run_000582,1,True,alternative_tool,step_status=error at run_000582_s007,1,True,4923,383,success
run_000582_f02_r01,run_000582_f02,run_000582,1,True,replan,step_status=error at run_000582_s015r,1,False,2600,137,partial_success
run_000582_f03_r01,run_000582_f03,run_000582,1,True,retry,step_status=error at run_000582_s010,1,False,6902,564,partial_success
run_000583_f01_r01,run_000583_f01,run_000583,1,True,verify_result,step_status=error at run_000583_s005,3,False,11751,1770,partial_success
run_000583_f01_r02,run_000583_f01,run_000583,2,True,verify_result,prior recovery attempt 1 failed,1,False,6248,175,partial_success
run_000583_f02_r01,run_000583_f02,run_000583,1,True,use_additional_evidence,step_status=error at run_000583_s014r,1,True,5870,440,success
run_000584_f01_r01,run_000584_f01,run_000584,1,True,replan,step_status=error at run_000584_s001,3,True,20232,1239,success
run_000584_f02_r01,run_000584_f02,run_000584,1,True,alternative_tool,step_status=error at run_000584_s003,1,True,7509,253,success
run_000584_f03_r01,run_000584_f03,run_000584,0,False,,,0,False,0,0,failed
run_000585_f01_r01,run_000585_f01,run_000585,1,True,retry,step_status=error at run_000585_s014,3,True,1317,981,success
run_000585_f02_r01,run_000585_f02,run_000585,1,True,rollback,step_status=error at run_000585_s018r,3,True,11799,315,success
run_000586_f01_r01,run_000586_f01,run_000586,1,True,change_execution_strategy,step_status=error at run_000586_s001,2,True,3042,876,success
run_000586_f02_r01,run_000586_f02,run_000586,1,True,retry,step_status=error at run_000586_s005,3,False,5769,165,partial_success
run_000586_f03_r01,run_000586_f03,run_000586,1,True,rollback,step_status=error at run_000586_s017r,3,True,16833,1752,success
run_000586_f04_r01,run_000586_f04,run_000586,1,True,rollback,step_status=error at run_000586_s021r,2,False,2356,676,partial_success
run_000586_f04_r02,run_000586_f04,run_000586,2,True,replan,prior recovery attempt 1 failed,2,True,14492,1150,success
run_000588_f01_r01,run_000588_f01,run_000588,1,True,change_execution_strategy,step_status=error at run_000588_s002,1,True,2939,57,success
run_000588_f02_r01,run_000588_f02,run_000588,0,False,,,0,False,0,0,failed
run_000592_f01_r01,run_000592_f01,run_000592,0,False,,,0,False,0,0,failed
run_000594_f01_r01,run_000594_f01,run_000594,1,True,retry,step_status=error at run_000594_s004,1,False,2689,336,partial_success
run_000594_f01_r02,run_000594_f01,run_000594,2,True,alternative_tool,prior recovery attempt 1 failed,1,True,718,460,success
run_000596_f01_r01,run_000596_f01,run_000596,1,True,alternative_tool,step_status=error at run_000596_s002,1,False,7887,331,partial_success
run_000596_f02_r01,run_000596_f02,run_000596,1,True,rollback,step_status=error at run_000596_s003,1,True,1991,414,success
run_000596_f03_r01,run_000596_f03,run_000596,1,True,retry,step_status=error at run_000596_s005,2,True,15302,816,success
run_000597_f01_r01,run_000597_f01,run_000597,1,True,alternative_tool,step_status=error at run_000597_s004,3,False,12294,1770,partial_success
run_000597_f02_r01,run_000597_f02,run_000597,1,True,rollback,step_status=error at run_000597_s020r,3,True,8040,357,success
run_000597_f03_r01,run_000597_f03,run_000597,1,True,replan,step_status=error at run_000597_s025r,1,True,7512,499,success
run_000597_f04_r01,run_000597_f04,run_000597,1,True,rollback,step_status=error at run_000597_s021r,1,True,5435,443,success
run_000599_f01_r01,run_000599_f01,run_000599,1,True,rollback,step_status=error at run_000599_s016,3,True,11940,1482,success
run_000600_f01_r01,run_000600_f01,run_000600,1,True,use_additional_evidence,step_status=error at run_000600_s008,2,False,4010,106,partial_success
run_000600_f01_r02,run_000600_f01,run_000600,2,True,reformulate_query,prior recovery attempt 1 failed,3,False,20706,858,partial_success
run_000600_f02_r01,run_000600_f02,run_000600,1,True,use_additional_evidence,step_status=error at run_000600_s010,2,False,2412,688,partial_success
run_000600_f02_r02,run_000600_f02,run_000600,2,True,replan,prior recovery attempt 1 failed,2,False,11736,186,partial_success
run_000600_f03_r01,run_000600_f03,run_000600,0,False,,,0,False,0,0,failed
run_000601_f01_r01,run_000601_f01,run_000601,1,True,alternative_tool,step_status=error at run_000601_s003,3,False,15123,1473,partial_success
run_000601_f01_r02,run_000601_f01,run_000601,2,True,use_additional_evidence,prior recovery attempt 1 failed,3,False,2985,1356,partial_success
run_000603_f01_r01,run_000603_f01,run_000603,1,True,rollback,step_status=error at run_000603_s002,3,True,14661,888,success
run_000603_f02_r01,run_000603_f02,run_000603,1,True,alternative_tool,step_status=error at run_000603_s008,1,True,2883,377,success
run_000603_f03_r01,run_000603_f03,run_000603,1,True,change_execution_strategy,step_status=error at run_000603_s014,1,True,3635,107,success
run_000604_f01_r01,run_000604_f01,run_000604,0,False,,,0,False,0,0,failed
run_000604_f02_r01,run_000604_f02,run_000604,0,False,,,0,False,0,0,failed
run_000604_f03_r01,run_000604_f03,run_000604,1,True,retry,step_status=error at run_000604_s018,1,True,3542,60,success
run_000604_f04_r01,run_000604_f04,run_000604,1,True,use_additional_evidence,step_status=error at run_000604_s021r,1,True,2537,144,success
run_000608_f01_r01,run_000608_f01,run_000608,1,True,replan,step_status=error at run_000608_s003,1,True,7138,491,success
run_000608_f02_r01,run_000608_f02,run_000608,0,False,,,0,False,0,0,failed
run_000610_f01_r01,run_000610_f01,run_000610,1,True,retry,step_status=error at run_000610_s006,2,False,2434,660,partial_success
run_000610_f02_r01,run_000610_f02,run_000610,1,True,verify_result,step_status=error at run_000610_s011,3,True,22749,1338,success
run_000612_f01_r01,run_000612_f01,run_000612,1,True,alternative_tool,step_status=error at run_000612_s007,3,True,17379,228,success
run_000612_f02_r01,run_000612_f02,run_000612,1,True,rollback,step_status=error at run_000612_s012r,1,True,5474,79,success
run_000612_f03_r01,run_000612_f03,run_000612,1,True,verify_result,step_status=error at run_000612_s015r,3,True,11694,693,success
run_000613_f01_r01,run_000613_f01,run_000613,0,False,,,0,False,0,0,failed
run_000614_f01_r01,run_000614_f01,run_000614,0,False,,,0,False,0,0,failed
run_000617_f01_r01,run_000617_f01,run_000617,1,True,replan,step_status=error at run_000617_s005,3,True,19938,1728,success
run_000622_f01_r01,run_000622_f01,run_000622,0,False,,,0,False,0,0,failed
run_000624_f01_r01,run_000624_f01,run_000624,1,True,retry,step_status=error at run_000624_s008,2,True,9074,206,success
run_000625_f01_r01,run_000625_f01,run_000625,1,True,replan,step_status=error at run_000625_s001,3,True,12258,1113,success
run_000625_f02_r01,run_000625_f02,run_000625,1,True,reformulate_query,step_status=error at run_000625_s009,1,True,3363,588,success
run_000625_f03_r01,run_000625_f03,run_000625,1,True,verify_result,step_status=error at run_000625_s017r,1,True,6004,411,success
run_000626_f01_r01,run_000626_f01,run_000626,1,True,replan,step_status=error at run_000626_s001,2,False,15344,860,partial_success
run_000626_f01_r02,run_000626_f01,run_000626,2,True,replan,prior recovery attempt 1 failed,3,True,22785,1431,success
run_000626_f02_r01,run_000626_f02,run_000626,1,True,rollback,step_status=error at run_000626_s017r,3,False,12912,825,partial_success
run_000626_f03_r01,run_000626_f03,run_000626,1,True,replan,step_status=error at run_000626_s019r,1,True,3120,359,success
run_000627_f01_r01,run_000627_f01,run_000627,1,True,replan,step_status=error at run_000627_s001,2,False,5998,870,partial_success
run_000627_f02_r01,run_000627_f02,run_000627,1,True,verify_result,step_status=error at run_000627_s005,2,True,15730,756,success
run_000627_f03_r01,run_000627_f03,run_000627,1,True,rollback,step_status=error at run_000627_s010,1,False,1464,229,partial_success
run_000627_f04_r01,run_000627_f04,run_000627,0,False,,,0,False,0,0,failed
run_000628_f01_r01,run_000628_f01,run_000628,1,True,alternative_tool,step_status=error at run_000628_s008,2,True,13880,298,success
run_000628_f02_r01,run_000628_f02,run_000628,1,True,replan,step_status=error at run_000628_s022r,3,False,20703,372,partial_success
run_000628_f02_r02,run_000628_f02,run_000628,2,True,rollback,prior recovery attempt 1 failed,2,False,11816,1132,partial_success
run_000630_f01_r01,run_000630_f01,run_000630,0,False,,,0,False,0,0,failed
run_000630_f02_r01,run_000630_f02,run_000630,1,True,rollback,step_status=error at run_000630_s005,2,True,5810,728,success
run_000630_f03_r01,run_000630_f03,run_000630,1,True,change_execution_strategy,step_status=error at run_000630_s012,1,False,5679,81,partial_success
run_000630_f03_r02,run_000630_f03,run_000630,2,True,retry,prior recovery attempt 1 failed,1,False,1586,571,partial_success
run_000630_f04_r01,run_000630_f04,run_000630,1,True,verify_result,step_status=error at run_000630_s026r,3,False,8709,528,partial_success
run_000631_f01_r01,run_000631_f01,run_000631,0,False,,,0,False,0,0,failed
run_000631_f02_r01,run_000631_f02,run_000631,1,True,replan,step_status=error at run_000631_s014,2,False,15188,492,partial_success
run_000632_f01_r01,run_000632_f01,run_000632,1,True,replan,step_status=error at run_000632_s001,2,True,15364,1164,success
run_000632_f02_r01,run_000632_f02,run_000632,1,True,retry,step_status=error at run_000632_s010,2,False,9564,680,partial_success
run_000633_f01_r01,run_000633_f01,run_000633,1,True,retry,step_status=error at run_000633_s010,3,False,2529,1218,partial_success
run_000633_f02_r01,run_000633_f02,run_000633,0,False,,,0,False,0,0,failed
run_000634_f01_r01,run_000634_f01,run_000634,1,True,use_additional_evidence,step_status=error at run_000634_s014,1,True,5730,448,success
run_000635_f01_r01,run_000635_f01,run_000635,0,False,,,0,False,0,0,failed
run_000636_f01_r01,run_000636_f01,run_000636,1,True,replan,step_status=error at run_000636_s004,1,False,5478,83,partial_success
run_000636_f01_r02,run_000636_f01,run_000636,2,True,rollback,prior recovery attempt 1 failed,3,True,13926,741,success
run_000636_f02_r01,run_000636_f02,run_000636,1,True,retry,step_status=error at run_000636_s005,1,True,4877,92,success
run_000636_f03_r01,run_000636_f03,run_000636,0,False,,,0,False,0,0,failed
run_000636_f04_r01,run_000636_f04,run_000636,0,False,,,0,False,0,0,failed
run_000638_f01_r01,run_000638_f01,run_000638,1,True,reformulate_query,step_status=error at run_000638_s003,2,True,14904,760,success
run_000638_f02_r01,run_000638_f02,run_000638,0,False,,,0,False,0,0,failed
run_000638_f03_r01,run_000638_f03,run_000638,1,True,verify_result,step_status=error at run_000638_s007r,1,True,4990,72,success
run_000640_f01_r01,run_000640_f01,run_000640,0,False,,,0,False,0,0,failed
run_000641_f01_r01,run_000641_f01,run_000641,0,False,,,0,False,0,0,failed
run_000644_f01_r01,run_000644_f01,run_000644,1,True,alternative_tool,step_status=error at run_000644_s003,2,True,3774,710,success
run_000644_f02_r01,run_000644_f02,run_000644,1,True,reformulate_query,step_status=error at run_000644_s004,3,True,19857,651,success
run_000645_f01_r01,run_000645_f01,run_000645,1,True,change_execution_strategy,step_status=error at run_000645_s003,3,True,8349,1554,success
run_000651_f01_r01,run_000651_f01,run_000651,1,True,verify_result,step_status=error at run_000651_s003,3,True,5211,1146,success
run_000658_f01_r01,run_000658_f01,run_000658,1,True,ask_for_clarification,step_status=error at run_000658_s001,1,True,6497,558,success
run_000658_f02_r01,run_000658_f02,run_000658,1,True,retry,step_status=error at run_000658_s012,3,True,13134,1461,success
run_000659_f01_r01,run_000659_f01,run_000659,0,False,,,0,False,0,0,failed
run_000659_f02_r01,run_000659_f02,run_000659,1,True,reformulate_query,step_status=error at run_000659_s007,1,True,6548,263,success
run_000663_f01_r01,run_000663_f01,run_000663,1,True,replan,step_status=error at run_000663_s001,1,True,3775,316,success
run_000663_f02_r01,run_000663_f02,run_000663,1,True,rollback,step_status=error at run_000663_s020r,3,True,2001,1488,success
run_000663_f03_r01,run_000663_f03,run_000663,1,True,replan,step_status=error at run_000663_s021r,1,True,5872,394,success
run_000663_f04_r01,run_000663_f04,run_000663,1,True,retry,step_status=error at run_000663_s003,2,True,4168,192,success
run_000665_f01_r01,run_000665_f01,run_000665,1,True,replan,step_status=error at run_000665_s016,3,False,7107,1182,partial_success
run_000666_f01_r01,run_000666_f01,run_000666,1,True,change_execution_strategy,step_status=error at run_000666_s001,1,True,6775,413,success
run_000666_f02_r01,run_000666_f02,run_000666,1,True,reformulate_query,step_status=error at run_000666_s005,3,True,8004,1071,success
