run_id,task_success,constraint_satisfaction,failure_count,critical_failure_count,cascading_failure_count,recovery_success_rate,tool_efficiency,trajectory_efficiency,grounding_score,final_answer_score,reliability_score
run_000826,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000827,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000828,True,1.0,1,0,0,1.0,0.357,0.875,0.8,1.0,0.936
run_000829,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000830,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000831,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000832,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000833,True,0.5,1,0,0,0.0,0.5,1.0,0.5,0.5,0.75
run_000834,False,0.0,3,1,2,0.3333333333333333,0.333,1.0,0.4,0.0,0.1
run_000835,False,0.0,1,1,0,0.0,0.333,1.0,0.25,0.0,0.033
run_000836,True,0.5,2,0,0,0.5,0.4,0.667,0.8,0.5,0.84
run_000837,True,1.0,1,0,0,1.0,0.429,0.889,0.5,1.0,0.943
run_000838,True,1.0,1,0,0,1.0,0.333,1.0,0.667,1.0,0.933
run_000839,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000840,True,1.0,3,0,0,1.0,0.36,0.519,0.667,1.0,0.936
run_000841,False,0.0,2,1,0,0.5,0.375,0.778,0.5,0.0,0.138
run_000842,False,0.0,3,1,1,0.3333333333333333,0.462,0.778,0.333,0.0,0.113
run_000843,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000844,True,1.0,1,0,0,1.0,0.375,0.778,1.0,1.0,0.937
run_000845,False,0.0,1,1,0,0.0,0.333,1.0,0.0,0.0,0.033
run_000846,True,1.0,0,0,0,,0.4,1.0,0.5,1.0,0.94
run_000847,False,0.0,1,1,0,0.0,0.333,1.0,0.2,0.0,0.033
run_000848,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_000849,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_000850,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000851,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000852,True,0.5,3,0,0,0.6666666666666666,0.389,0.667,0.5,0.5,0.872
run_000853,True,0.5,4,0,1,0.25,0.333,0.538,0.667,0.5,0.783
run_000854,True,1.0,1,0,0,1.0,0.368,0.667,1.0,1.0,0.937
run_000855,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_000856,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000857,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000858,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_000859,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_000860,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000861,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000862,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000863,True,1.0,1,0,0,1.0,0.375,0.8,1.0,1.0,0.937
run_000864,True,1.0,0,0,0,,0.333,1.0,0.667,1.0,0.933
run_000865,False,0.0,2,1,0,0.5,0.389,0.636,0.0,0.0,0.139
run_000866,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000867,True,0.5,2,0,0,0.0,0.333,0.824,0.5,0.5,0.733
run_000868,True,0.5,3,0,1,0.6666666666666666,0.385,0.933,0.5,0.5,0.872
run_000869,False,0.0,3,1,0,0.6666666666666666,0.375,0.778,0.333,0.0,0.171
run_000870,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_000871,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_000872,False,0.0,4,1,1,0.5,0.368,0.667,0.5,0.0,0.137
run_000873,True,1.0,2,0,0,1.0,0.333,0.824,0.6,1.0,0.933
run_000874,False,0.0,1,1,0,0.0,0.333,1.0,0.0,0.0,0.033
run_000875,True,0.5,3,0,1,0.3333333333333333,0.368,0.667,1.0,0.5,0.803
run_000876,True,1.0,2,0,0,1.0,0.429,0.889,0.8,1.0,0.943
run_000877,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000878,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000879,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000880,True,1.0,0,0,0,,0.385,0.933,1.0,1.0,0.938
run_000881,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_000882,True,0.5,2,0,0,0.5,0.385,0.824,1.0,0.5,0.838
run_000883,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000884,True,0.5,3,0,1,0.6666666666666666,0.389,0.609,1.0,0.5,0.872
run_000885,True,1.0,1,0,0,1.0,0.357,0.875,0.75,1.0,0.936
run_000886,True,0.5,3,0,1,0.3333333333333333,0.368,0.667,0.667,0.5,0.803
run_000887,True,0.5,1,0,0,0.0,0.4,1.0,0.75,0.5,0.74
run_000888,True,0.5,1,0,0,0.0,0.385,0.933,1.0,0.5,0.738
run_000889,True,1.0,1,0,0,1.0,0.375,1.0,1.0,1.0,0.937
run_000890,False,0.0,1,1,0,0.0,0.375,1.0,0.8,0.0,0.038
run_000891,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000892,False,0.0,1,1,0,0.0,0.364,1.0,0.8,0.0,0.036
run_000893,True,0.5,3,0,1,0.0,0.357,0.875,1.0,0.5,0.736
run_000894,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_000895,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000896,True,1.0,2,0,0,1.0,0.353,0.737,0.75,1.0,0.935
run_000897,True,0.5,2,0,1,0.5,0.375,0.778,1.0,0.5,0.837
run_000898,True,0.5,4,1,1,0.5,0.333,0.609,0.0,0.5,0.633
run_000899,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_000900,True,1.0,1,0,0,1.0,0.667,1.0,1.0,1.0,0.967
run_000901,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000902,True,0.5,1,0,0,0.0,0.333,1.0,0.6,0.5,0.733
run_000903,True,0.5,2,0,0,0.0,0.375,1.0,0.0,0.5,0.737
run_000904,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_000905,True,0.5,3,0,0,0.6666666666666666,0.368,0.667,0.5,0.5,0.87
run_000906,True,1.0,0,0,0,,0.429,1.0,1.0,1.0,0.943
run_000907,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_000908,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_000909,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_000910,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000911,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000912,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000913,True,0.5,2,0,0,0.5,0.333,1.0,0.6,0.5,0.833
run_000914,True,1.0,0,0,0,,0.5,1.0,0.5,1.0,0.95
run_000915,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000916,True,1.0,1,0,0,1.0,0.375,1.0,1.0,1.0,0.937
run_000917,True,1.0,1,0,0,1.0,0.357,0.875,1.0,1.0,0.936
run_000918,True,1.0,1,0,0,1.0,0.455,0.933,1.0,1.0,0.945
run_000919,False,0.0,2,1,0,0.5,0.455,0.875,0.4,0.0,0.146
run_000920,False,0.0,1,1,0,0.0,0.357,0.875,0.5,0.0,0.036
run_000921,True,0.5,1,0,0,0.0,0.35,0.636,1.0,0.5,0.735
run_000922,True,1.0,2,0,0,1.0,0.375,0.778,1.0,1.0,0.937
run_000923,True,0.5,2,0,0,0.5,0.333,0.7,0.8,0.5,0.833
run_000924,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000925,False,0.0,1,1,0,0.0,0.333,0.824,0.333,0.0,0.033
run_000926,True,0.5,4,0,0,0.75,0.438,0.667,1.0,0.5,0.894
run_000927,True,0.5,3,0,0,0.6666666666666666,0.364,1.0,0.8,0.5,0.87
run_000928,True,1.0,1,0,0,1.0,0.375,0.778,1.0,1.0,0.937
run_000929,False,0.0,2,1,1,0.0,0.385,0.933,0.2,0.0,0.039
run_000930,True,1.0,0,0,0,,0.333,1.0,0.75,1.0,0.933
run_000931,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_000932,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000933,True,0.5,1,0,0,0.0,0.375,0.8,0.4,0.5,0.737
run_000934,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000935,True,1.0,0,0,0,,0.4,1.0,0.667,1.0,0.94
run_000936,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000937,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000938,True,1.0,1,0,0,1.0,0.5,1.0,1.0,1.0,0.95
run_000939,True,0.5,2,0,1,0.5,0.333,0.824,0.4,0.5,0.833
run_000940,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000941,True,1.0,0,0,0,,0.667,1.0,0.0,1.0,0.967
run_000942,False,0.0,1,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_000943,True,1.0,1,0,0,1.0,0.333,0.727,1.0,1.0,0.933
run_000944,True,0.5,3,0,2,0.6666666666666666,0.333,0.609,1.0,0.5,0.867
run_000945,False,0.0,2,1,1,0.0,0.368,0.667,0.4,0.0,0.037
run_000946,True,0.5,4,0,0,0.25,0.4,0.538,0.0,0.5,0.79
run_000947,False,0.0,2,1,0,0.5,0.385,0.933,0.333,0.0,0.139
run_000948,True,1.0,1,0,0,1.0,0.4,1.0,0.5,1.0,0.94
run_000949,True,1.0,1,0,0,1.0,0.385,0.933,1.0,1.0,0.938
run_000950,True,0.5,3,0,1,0.6666666666666666,0.333,1.0,1.0,0.5,0.867
run_000951,True,0.5,1,0,0,0.0,0.364,1.0,0.5,0.5,0.736
run_000952,False,0.0,2,1,0,0.5,0.364,1.0,0.5,0.0,0.136
run_000953,False,0.0,2,1,0,0.0,0.333,1.0,0.2,0.0,0.033
run_000954,True,0.5,2,0,0,0.5,0.333,1.0,0.4,0.5,0.833
run_000955,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_000956,True,0.5,3,0,0,0.6666666666666666,0.333,0.538,0.5,0.5,0.867
run_000957,True,0.5,3,0,0,0.0,0.348,0.56,0.667,0.5,0.735
run_000958,True,0.5,3,0,1,0.6666666666666666,0.35,0.636,0.333,0.5,0.868
run_000959,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_000960,False,0.0,1,1,0,0.0,0.385,0.933,0.333,0.0,0.039
run_000961,True,0.5,3,0,1,0.6666666666666666,0.412,0.667,0.6,0.5,0.875
run_000962,False,0.0,1,1,0,0.0,0.368,0.667,0.333,0.0,0.037
run_000963,True,0.5,2,0,0,0.5,0.333,0.7,0.333,0.5,0.833
run_000964,True,0.5,4,0,1,0.5,0.4,0.438,1.0,0.5,0.84
run_000965,True,0.5,4,0,1,0.25,0.333,0.609,0.6,0.5,0.783
run_000966,False,0.0,1,1,0,0.0,0.333,1.0,0.0,0.0,0.033
run_000967,True,1.0,0,0,0,,0.667,1.0,0.667,1.0,0.967
run_000968,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_000969,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_000970,True,0.5,3,0,0,0.3333333333333333,0.353,0.737,0.6,0.5,0.802
run_000971,True,0.5,4,0,0,0.75,0.344,0.412,1.0,0.5,0.884
run_000972,True,0.5,3,0,0,0.3333333333333333,0.357,0.467,0.75,0.5,0.802
run_000973,False,0.0,3,1,1,0.0,0.348,0.56,0.2,0.0,0.035
run_000974,False,0.0,2,1,0,0.0,0.353,0.737,0.75,0.0,0.035
run_000975,True,1.0,4,0,0,1.0,0.333,0.438,1.0,1.0,0.933
run_000976,True,0.5,4,0,1,0.75,0.344,0.412,0.8,0.5,0.884
run_000977,True,1.0,2,0,0,1.0,0.357,0.875,1.0,1.0,0.936
run_000978,True,0.5,2,0,0,0.5,0.357,0.875,0.5,0.5,0.836
run_000979,True,0.5,1,0,0,0.0,0.4,1.0,0.5,0.5,0.74
run_000980,False,0.0,1,1,0,0.0,0.364,1.0,0.0,0.0,0.036
run_000981,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000982,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000983,True,0.5,3,0,0,0.6666666666666666,0.4,0.667,1.0,0.5,0.873
run_000984,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_000985,True,0.5,2,0,0,0.5,0.333,0.824,0.75,0.5,0.833
run_000986,False,0.0,3,1,2,0.0,0.333,0.609,0.6,0.0,0.033
run_000987,False,0.0,1,1,0,0.0,0.35,0.636,0.2,0.0,0.035
run_000988,True,1.0,0,0,0,,0.35,0.636,1.0,1.0,0.935
run_000989,True,1.0,0,0,0,,0.5,1.0,0.75,1.0,0.95
run_000990,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_000991,True,0.5,2,0,1,0.0,0.333,0.727,0.75,0.5,0.733
run_000992,False,0.0,1,1,0,0.0,0.333,0.824,0.2,0.0,0.033
run_000993,True,0.5,3,0,1,0.6666666666666666,0.375,0.778,0.6,0.5,0.871
run_000994,False,0.0,1,1,0,0.0,0.368,0.667,0.5,0.0,0.037
run_000995,True,0.5,2,0,0,0.5,0.333,0.538,0.5,0.5,0.833
run_000996,True,0.5,4,0,0,0.75,0.36,0.519,0.0,0.5,0.886
run_000997,True,0.5,3,0,1,0.6666666666666666,0.353,0.737,0.75,0.5,0.869
run_000998,True,0.5,4,0,1,0.5,0.381,0.583,0.25,0.5,0.838
run_000999,True,0.5,4,0,2,0.25,0.4,0.583,0.5,0.5,0.79
run_001000,False,0.0,2,1,0,0.5,0.455,0.933,0.5,0.0,0.146
run_001001,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001002,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001003,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001004,True,0.5,4,0,0,0.75,0.333,0.609,0.0,0.5,0.883
run_001005,False,0.0,1,1,0,0.0,0.375,0.778,0.6,0.0,0.038
run_001006,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001007,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001008,True,1.0,0,0,0,,0.4,1.0,0.667,1.0,0.94
run_001009,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001010,True,1.0,0,0,0,,0.4,1.0,0.75,1.0,0.94
run_001011,True,0.5,2,0,0,0.5,0.429,0.889,0.5,0.5,0.843
run_001012,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001013,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001014,True,1.0,4,0,0,1.0,0.348,0.56,0.8,1.0,0.935
run_001015,True,0.5,2,0,0,0.5,0.333,0.824,0.6,0.5,0.833
run_001016,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001017,False,0.0,1,1,0,0.0,0.333,1.0,0.0,0.0,0.033
run_001018,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001019,True,1.0,1,1,0,1.0,0.417,0.824,1.0,1.0,0.742
run_001020,True,1.0,1,0,0,1.0,0.667,1.0,0.75,1.0,0.967
run_001021,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001022,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001023,True,0.5,1,0,0,0.0,0.333,1.0,0.5,0.5,0.733
run_001024,False,0.0,1,1,0,0.0,0.333,1.0,0.4,0.0,0.033
run_001025,True,1.0,1,0,0,1.0,0.357,0.875,1.0,1.0,0.936
run_001026,True,0.5,3,0,0,0.6666666666666666,0.35,0.609,0.25,0.5,0.868
run_001027,True,0.5,1,0,0,0.0,0.333,1.0,0.667,0.5,0.733
run_001028,True,1.0,2,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001029,True,1.0,2,0,0,1.0,0.4,1.0,0.0,1.0,0.94
run_001030,True,1.0,2,0,1,1.0,0.375,0.778,1.0,1.0,0.937
run_001031,False,0.0,1,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_001032,True,1.0,2,0,0,1.0,0.357,0.875,0.5,1.0,0.936
run_001033,False,0.0,1,1,0,0.0,0.375,1.0,0.0,0.0,0.038
run_001034,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001035,True,1.0,1,0,0,1.0,0.333,0.824,0.8,1.0,0.933
run_001036,True,0.5,1,0,0,0.0,0.375,1.0,0.6,0.5,0.737
run_001037,True,0.5,2,0,0,0.5,0.333,1.0,0.6,0.5,0.833
run_001038,True,1.0,1,0,0,1.0,0.375,1.0,1.0,1.0,0.937
run_001039,True,1.0,2,0,1,1.0,0.385,0.933,1.0,1.0,0.938
run_001040,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001041,True,0.5,2,0,1,0.5,0.385,0.933,1.0,0.5,0.838
run_001042,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001043,True,1.0,1,0,0,1.0,0.375,0.8,0.5,1.0,0.937
run_001044,False,0.0,2,1,0,0.5,0.333,1.0,0.5,0.0,0.133
run_001045,True,1.0,0,0,0,,0.5,1.0,0.25,1.0,0.95
run_001046,True,1.0,2,0,0,1.0,0.333,0.727,0.75,1.0,0.933
run_001047,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001048,True,0.5,2,0,1,0.5,0.364,0.583,0.5,0.5,0.836
run_001049,True,1.0,3,0,0,1.0,0.333,0.438,1.0,1.0,0.933
run_001050,False,0.0,1,1,0,0.0,0.333,1.0,0.5,0.0,0.033
run_001051,True,1.0,2,0,0,1.0,0.4,1.0,0.667,1.0,0.94
run_001052,True,0.5,1,0,0,0.0,0.333,1.0,0.5,0.5,0.733
run_001053,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001054,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001055,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001056,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001057,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001058,True,1.0,4,0,0,1.0,0.364,0.583,1.0,1.0,0.936
run_001059,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001060,True,1.0,0,0,0,,0.667,1.0,0.5,1.0,0.967
run_001061,True,1.0,1,0,0,1.0,0.5,1.0,0.75,1.0,0.95
run_001062,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001063,False,0.0,2,1,1,0.5,0.333,1.0,0.0,0.0,0.133
run_001064,False,0.0,1,1,0,0.0,0.333,1.0,0.75,0.0,0.033
run_001065,True,0.5,3,0,0,0.6666666666666666,0.444,1.0,0.6,0.5,0.878
run_001066,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001067,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001068,False,0.0,1,1,0,0.0,0.333,1.0,0.25,0.0,0.033
run_001069,True,1.0,0,0,0,,0.375,1.0,1.0,1.0,0.937
run_001070,False,0.0,3,1,0,0.3333333333333333,0.421,0.538,0.667,0.0,0.109
run_001071,True,0.5,4,0,0,0.75,0.391,0.483,0.0,0.5,0.889
run_001072,True,1.0,0,0,0,,0.357,0.875,1.0,1.0,0.936
run_001073,False,0.0,1,1,0,0.0,0.375,0.778,0.0,0.0,0.038
run_001074,True,0.5,1,0,0,0.0,0.364,1.0,0.5,0.5,0.736
run_001075,True,0.5,4,0,1,0.5,0.4,0.56,0.333,0.5,0.84
run_001076,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001077,True,1.0,1,0,0,1.0,0.4,1.0,1.0,1.0,0.94
run_001078,True,1.0,0,0,0,,0.364,1.0,1.0,1.0,0.936
run_001079,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001080,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001081,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001082,True,1.0,1,0,0,1.0,0.375,1.0,1.0,1.0,0.937
run_001083,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
run_001084,True,0.5,2,0,0,0.0,0.333,0.7,1.0,0.5,0.733
run_001085,True,1.0,1,0,0,1.0,0.375,0.778,1.0,1.0,0.937
run_001086,True,1.0,3,0,0,1.0,0.357,0.467,0.75,1.0,0.936
run_001087,True,0.5,2,0,1,0.5,0.429,0.778,0.4,0.5,0.843
run_001088,True,0.5,2,0,1,0.0,0.368,0.667,0.6,0.5,0.737
run_001089,True,1.0,1,1,0,1.0,0.667,1.0,0.6,1.0,0.767
run_001090,True,1.0,1,0,0,1.0,0.375,0.8,1.0,1.0,0.937
run_001091,True,1.0,0,0,0,,0.333,1.0,0.5,1.0,0.933
run_001092,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001093,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001094,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001095,True,1.0,0,0,0,,0.667,1.0,0.75,1.0,0.967
run_001096,True,1.0,1,0,0,1.0,0.429,0.889,0.667,1.0,0.943
run_001097,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001098,False,0.0,2,1,1,0.5,0.4,1.0,0.25,0.0,0.14
run_001099,True,0.5,1,0,0,0.0,0.5,1.0,1.0,0.5,0.75
run_001100,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001101,True,1.0,0,0,0,,0.333,1.0,0.2,1.0,0.933
run_001102,False,0.0,1,1,0,0.0,0.357,0.875,0.5,0.0,0.036
run_001103,True,0.5,2,0,0,0.5,0.368,0.667,0.6,0.5,0.837
run_001104,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001105,True,1.0,0,0,0,,0.667,1.0,0.8,1.0,0.967
run_001106,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001107,True,0.5,2,0,1,0.5,0.333,1.0,0.5,0.5,0.833
run_001108,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001109,True,1.0,1,0,0,1.0,0.375,0.8,1.0,1.0,0.937
run_001110,True,1.0,4,0,1,1.0,0.333,0.609,1.0,1.0,0.933
run_001111,True,0.5,3,0,1,0.3333333333333333,0.35,0.636,0.5,0.5,0.802
run_001112,True,0.5,4,0,0,0.5,0.478,0.4,1.0,0.5,0.848
run_001113,True,1.0,2,0,0,1.0,0.333,0.538,0.75,1.0,0.933
run_001114,True,0.5,4,0,0,0.75,0.36,0.519,1.0,0.5,0.886
run_001115,True,0.5,4,0,1,0.75,0.345,0.452,1.0,0.5,0.884
run_001116,True,1.0,0,0,0,,0.333,0.824,1.0,1.0,0.933
run_001117,True,0.5,3,0,1,0.0,0.353,0.737,1.0,0.5,0.735
run_001118,True,0.5,4,0,1,0.5,0.345,0.452,0.4,0.5,0.834
run_001119,False,0.0,1,1,0,0.0,0.375,0.778,0.5,0.0,0.038
run_001120,True,1.0,4,0,0,1.0,0.333,0.4,1.0,1.0,0.933
run_001121,False,0.0,2,1,1,0.0,0.364,1.0,0.0,0.0,0.036
run_001122,True,1.0,0,0,0,,0.333,1.0,0.667,1.0,0.933
run_001123,True,1.0,1,0,0,1.0,0.364,1.0,1.0,1.0,0.936
run_001124,True,1.0,0,0,0,,0.333,1.0,1.0,1.0,0.933
run_001125,True,0.5,1,0,0,0.0,0.4,1.0,0.5,0.5,0.74
run_001126,True,1.0,1,0,0,1.0,0.333,0.727,1.0,1.0,0.933
run_001127,True,0.5,1,0,0,0.0,0.364,1.0,0.75,0.5,0.736
run_001128,True,1.0,0,0,0,,0.333,1.0,0.8,1.0,0.933
run_001129,True,0.5,2,0,1,0.5,0.375,0.778,1.0,0.5,0.837
run_001130,True,1.0,1,0,0,1.0,0.375,1.0,1.0,1.0,0.937
run_001131,True,1.0,0,0,0,,0.333,1.0,0.4,1.0,0.933
run_001132,False,0.0,2,1,0,0.5,0.333,1.0,0.2,0.0,0.133
run_001133,False,0.0,1,1,0,0.0,0.4,1.0,0.333,0.0,0.04
run_001134,False,0.0,1,1,0,0.0,0.667,1.0,0.2,0.0,0.067
run_001135,True,0.5,4,0,1,0.25,0.333,0.438,0.667,0.5,0.783
run_001136,True,0.5,4,0,1,0.5,0.346,0.5,0.75,0.5,0.835
run_001137,True,1.0,0,0,0,,0.333,0.824,1.0,1.0,0.933
run_001138,True,0.5,3,0,1,0.3333333333333333,0.364,0.583,1.0,0.5,0.803
run_001139,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001140,False,0.0,1,1,0,0.0,0.4,1.0,0.5,0.0,0.04
run_001141,True,1.0,3,0,0,1.0,0.5,0.571,1.0,1.0,0.95
run_001142,True,1.0,1,0,0,1.0,0.429,0.889,0.333,1.0,0.943
run_001143,True,1.0,0,0,0,,0.4,1.0,0.75,1.0,0.94
run_001144,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001145,True,0.5,3,0,1,0.6666666666666666,0.4,0.615,0.333,0.5,0.873
run_001146,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001147,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001148,True,1.0,0,0,0,,0.5,1.0,1.0,1.0,0.95
run_001149,True,1.0,0,0,0,,0.4,1.0,1.0,1.0,0.94
run_001150,True,1.0,2,0,0,1.0,0.36,0.519,1.0,1.0,0.936
run_001151,True,0.5,4,0,0,0.75,0.355,0.424,0.333,0.5,0.885
run_001152,False,0.0,1,1,0,0.0,0.333,0.7,0.0,0.0,0.033
run_001153,False,0.0,1,1,0,0.0,0.375,1.0,1.0,0.0,0.038
run_001154,False,0.0,1,1,0,0.0,0.353,0.737,0.2,0.0,0.035
run_001155,True,0.5,4,1,1,0.5,0.368,0.667,0.75,0.5,0.637
run_001156,True,0.5,4,0,1,0.75,0.368,0.667,0.333,0.5,0.887
run_001157,True,0.5,4,1,1,0.75,0.36,0.519,0.75,0.5,0.686
run_001158,True,1.0,0,0,0,,0.4,1.0,0.8,1.0,0.94
run_001159,True,1.0,0,0,0,,0.667,1.0,1.0,1.0,0.967
run_001160,True,1.0,0,0,0,,0.429,1.0,0.8,1.0,0.943
run_001161,True,1.0,1,0,0,1.0,0.429,1.0,1.0,1.0,0.943
run_001162,True,0.5,4,0,0,0.5,0.474,0.519,0.5,0.5,0.847
run_001163,True,1.0,2,0,0,1.0,0.333,0.824,1.0,1.0,0.933
run_001164,True,0.5,1,0,0,0.0,0.333,0.824,1.0,0.5,0.733
run_001165,True,0.5,4,0,0,0.75,0.348,0.56,0.5,0.5,0.885
run_001166,True,0.5,3,0,0,0.6666666666666666,0.348,0.538,0.6,0.5,0.868
run_001167,True,0.5,4,0,2,0.25,0.364,0.583,0.5,0.5,0.786
run_001168,True,0.5,4,0,0,0.75,0.355,0.424,0.5,0.5,0.885
run_001169,True,0.5,4,0,1,0.75,0.348,0.56,1.0,0.5,0.885
run_001170,True,1.0,1,0,0,1.0,0.333,1.0,1.0,1.0,0.933
